e1_stderr,e2_value,e1_value,x0_value,y0_value,gal_sigma_value,e2_stderr,gal_flux_value,y0_stderr,gal_flux_stderr,gal_sigma_stderr,x0_stderr
0.0224251907970228,-0.50715819795475026,0.52658128889970701,2.0787788126615019,1.9137102366611518,3.1323996848952484,0.021719473033988128,103.91185117224511,0.06031845145426605,2.5685770926161928,0.061863924078053273,0.1143724417765298
0.022630528006151729,-0.51079530796966632,0.4834851014339121,1.9266966719936254,2.0576873886188145,2.9532754099471816,0.021467963100225765,97.555041283331576,0.055461877980731725,2.1983654458595745,0.05462130426512115,0.095845094486278246
0.02305088683588551,-0.49863714580762886,0.51608570857370561,1.9271155234253134,1.9741166173530267,3.0198662370459859,0.022416582539200473,100.77080107006191,0.058612785094278308,2.4370651992464678,0.059408352937494066,0.10691266623669571
0.022917072734825652,-0.4647731103104582,0.5036506813812065,2.001667368575621,2.0048675415149448,3.0286630968670245,0.022538889147861691,102.16819755236403,0.055068201765467284,2.3313046008419107,0.055987332132860342,0.099007921688784042
0.023217052650821416,-0.51435958203866261,0.4877640126520324,1.9922878547675655,1.9743458894895294,3.0038742563165082,0.021979700626368316,100.05615033716813,0.058291103315350833,2.3575331904809755,0.057662506585317699,0.10231809148799094
0.023041116351594882,-0.48481786515680581,0.51737079517938045,2.0041398747433417,2.0260415002944665,2.9146129446897802,0.022709989785110588,97.749441015627866,0.055733510315279199,2.3059059124769923,0.056520977075127168,0.10090683996232473
0.022270970089243558,-0.47428395901299847,0.52028592989798428,1.9589234233785326,1.9922372901072092,3.1214129351906541,0.021924744609397875,105.04288570549903,0.056508982768554462,2.445627659387803,0.05832466500194964,0.10509180487109121
0.021751379682488914,-0.53687078089451012,0.49019215979898023,1.913682805987956,2.0031968508299149,2.9721077958276312,0.0203412588028897,102.14637559271554,0.056127036839653671,2.3075914381391196,0.055090353927391304,0.098228755043889615
0.023263686919351521,-0.5014815742793518,0.47306747921682279,2.0299657150287707,2.0364178580040893,2.9933769726169608,0.02201974524437697,99.980444194264777,0.056345331698188741,2.2732685322729811,0.055448431429148175,0.096869913524761569
0.022613153818801506,-0.51761072368137406,0.48632118932022994,1.9989060352627108,1.979441818235824,2.9943349954938014,0.021357658213449468,100.56056440691036,0.056810777896883338,2.3078471146795407,0.05605227029260975,0.099446768840588784
0.02222165269706915,-0.47006303692171525,0.52731489857030889,1.9628399326835275,2.0544296838099436,3.0470767771580318,0.02210909422226328,101.55838520482656,0.055369519416032846,2.357254179585472,0.057232668679628229,0.10309184271531201
0.023773483949906728,-0.54210530555623271,0.466677622852262,2.0178915782134754,1.9573347302175459,3.1259938444148201,0.021719819864978025,103.85489724684898,0.063117400799456741,2.5383098461417233,0.061444428159683435,0.10926699284224388
0.023544792552549949,-0.49209864027053463,0.51596132292700103,1.9268193056547165,2.0104139515340842,3.0056414729801313,0.023005162075803748,99.202264155714943,0.059050049106867501,2.4282246522914579,0.059936789204352386,0.10744756439557623
0.023586237583158337,-0.44872884613247499,0.52411127193537066,1.9649869477701172,2.0576774221168241,2.9405508162636229,0.023811096263603646,97.538831183590176,0.055379919169954793,2.3116014948757231,0.057034397012823569,0.10113291978611424
0.022565590562932253,-0.48796902877434106,0.51490871401930471,2.0721316335203341,1.9796212872377383,3.0329145181660149,0.022049409225015866,101.88209186480034,0.056580523161534377,2.3929741160344156,0.05762648624852211,0.10398414692493085
0.023272170901266445,-0.50975269810805979,0.50811383426711876,1.9345692262265395,2.0471165683754653,3.0162603710711906,0.022363056802506307,97.170252684055896,0.059505806929607365,2.3658437312762435,0.059811372921608277,0.10732651935416478
0.021942796979671952,-0.50837555611517271,0.51499237475263548,2.0844392387380886,1.9636684629787691,2.9700869970638917,0.021222964653426706,99.86217034302598,0.055616635501798378,2.3114592081229128,0.056080980085231533,0.10164912399931922
0.023064416248242747,-0.4781657298640466,0.52831525909722488,1.8746464567354455,2.0285814344089665,3.0041023757640648,0.022910956956354409,98.205017616074898,0.057533917504728319,2.3715059813945008,0.059134683716902801,0.1062343637588169
0.02492376153080357,-0.47717992840251089,0.46664387870305402,2.0357496368304702,2.0207451807515149,2.9493614374251234,0.023900770904139872,96.826490276068355,0.057515564918283156,2.2725582978282781,0.056579055383107972,0.09741214154366977
0.023546745950166013,-0.48399277010474395,0.50421298588436936,2.0752381127463844,1.9605198605017513,3.0734667331492247,0.022864696373452859,100.14087162128902,0.058726870833852501,2.4115045762339329,0.059589887246528292,0.10676812369069823
0.022139606518816746,-0.52190094310355017,0.52124788463166127,2.0363597130502411,2.0060451200550005,3.1382793161892408,0.021165951536295222,104.62084289396671,0.06063731261178703,2.5699885534074416,0.061689119014708513,0.11382162307200287
0.023525446565716382,-0.52987142871441806,0.43650626230846368,1.9901160174019801,1.9950699721750107,2.9450389981858955,0.021482725833301481,98.900016979473293,0.056646107006920708,2.2018457210331737,0.053837067512109024,0.092151406673890171
0.023991416103595287,-0.51820186435349047,0.47155588691839334,2.0955400745271335,1.931919986543853,3.0426987473416087,0.022394267000232775,102.36703276804327,0.06022143909999584,2.4552482744650526,0.059060774161560935,0.10443913283249885
0.022554131278547527,-0.50354931474737685,0.51806650403249699,2.1625126206403475,1.9612519561386805,3.0179035525223119,0.02188138925072879,100.06312857817142,0.057771326780159594,2.4039402592446106,0.058639516052173386,0.10714317052155578
0.022660964658451438,-0.50542722297794762,0.47048288257998738,2.0260546120650864,2.0178143267059108,3.0562740103175861,0.02132245399756565,103.81758003974313,0.056077683317699037,2.3175079691631764,0.055208250257028559,0.096739405805120748
0.022418379920844049,-0.5307750828334995,0.48716529859606328,1.8141471501716111,2.0979193341061868,2.9914664340965884,0.021000552088467156,99.327742418227146,0.057440214014094042,2.284519602034234,0.056436511312064529,0.099730293525938138
0.021464001595015447,-0.48995416374321255,0.54621412030728722,1.8007257893282558,2.0445576075049803,2.9295840501721702,0.021506514483363628,96.656823582615615,0.054448699102372995,2.249414661760365,0.056226867037790298,0.10210340524197065
0.022659719753417081,-0.49737397332414923,0.48522935388442168,1.945103809309223,2.0246871166831006,3.0460480151823779,0.021613221395127773,100.92110230210244,0.056099283254887791,2.2806278880146804,0.055828025097567326,0.098270800063833902
0.022348853666447448,-0.5271838817460428,0.49234932730795533,2.0798907089273575,1.9843963234847575,3.0696552562970512,0.020975858221545123,103.98928990013903,0.058545544488312243,2.438293683053975,0.058088398923300463,0.10477056380319287
0.022630270670656271,-0.48931258419431789,0.50837170531292686,1.9346153160705148,2.0536078343238651,2.9904899781345118,0.022043537040864966,101.19593848712549,0.055791225356505991,2.3372850403254191,0.056363615646463132,0.10029608916478566
0.021439605132104841,-0.50256523630214023,0.52019457835911731,2.1293825579905197,2.0141161543253276,3.0597955209401633,0.020801752411571638,103.26830022971977,0.055604611800299457,2.3755856839564515,0.056693883107766338,0.10375998217580604
0.022424175919755821,-0.51501570969121824,0.49092736304618878,2.0750583852810718,1.9836684112620713,2.9898654132664308,0.021263435723505218,102.69997385969666,0.056253023848172913,2.3515556125147077,0.055760331474166466,0.099470609249748501
0.023019204226497992,-0.50687740321752539,0.5105734003392266,2.0624126664886271,1.9393767182054207,3.0587674968964871,0.022145921058607534,101.32117739654153,0.059486979475105201,2.4659488040140931,0.060093380968941131,0.10901523421771948
0.023332590406710922,-0.48062971320952674,0.51108442488943484,1.9783297210045887,2.0220390203481902,2.9996071442969403,0.022886974908084706,99.346547553495512,0.057198305586601779,2.3634432058240651,0.058077056430594229,0.10352703046432356
0.021542072010194636,-0.52097899045791551,0.52099035834160667,1.7910514657643919,1.9659647497408499,2.9428952557974584,0.020790658710510227,98.342915009307845,0.05574637253016148,2.2687872176071928,0.05599746327597039,0.10100243127774403
0.022371291926693786,-0.45639653989855256,0.53188834873695345,2.0069656677370786,1.954496651162847,2.9604656151125792,0.022590188883330437,99.021463724086956,0.053748931993727621,2.2805640482494782,0.055627753474389648,0.099862652053419154
0.02381526535112621,-0.50130680049147303,0.46599279686309725,1.9889433082086545,2.0640174006444063,3.0523494572939516,0.022410888611102204,101.82452365512246,0.058317033329246509,2.359022525223196,0.057297999524026193,0.099670869690008504
0.022164608632683016,-0.5121819031564101,0.49890699025160079,2.0115560884998729,1.987462851271665,2.9216804762016242,0.021225879635075266,98.456944631695578,0.054739868066246734,2.2280664469625515,0.05437765744234805,0.096768458445115696
0.022955882089829127,-0.49421942844718408,0.50757720919476879,2.1614197257155618,2.0087533194475098,2.9732291739769305,0.022295184995565116,100.47849730164504,0.056555946564829561,2.3710801743699115,0.057074856583414886,0.10257520075073855
0.021855841753657259,-0.47714521525056175,0.53314751775739677,1.8699604210986176,2.0110858710934689,2.9705834904838868,0.021827399082285433,98.019779561804597,0.054230453373885462,2.2508452257895466,0.055828549482649141,0.1005338297088616
0.02350826158352284,-0.47871134547848682,0.47335516784727316,1.9273494338666723,2.0731383679793982,2.9499606838089054,0.022607982563098525,99.228561042393935,0.054714424154214222,2.2166801503161597,0.053982106502956442,0.093039448754339824
0.022741996012853243,-0.50552149838465665,0.50391541127354667,1.9762529449730086,1.9267298176755501,3.044087810159823,0.021827661695852235,102.10786627517975,0.058026457988022244,2.4122594801166586,0.058283843171202096,0.10460833608519947
0.024559229675653705,-0.47812911420515503,0.48732059152432572,2.0235550062402416,1.9926034851602279,3.0530641153420595,0.02371494635707707,101.17876681282544,0.059494348878694182,2.4472331107577454,0.059682429150836658,0.10494416804187612
0.023153423505029698,-0.47861955272614259,0.50603135590564818,1.936137596055501,2.0004960623158241,2.8922403074294349,0.022762341284856047,96.486104500864229,0.054582247460547031,2.2199214564400083,0.054885681155348115,0.096639662642801674
0.02219493048947464,-0.51937818763461208,0.48347526154419507,2.1066677363770463,1.9458832823137608,3.0449681529635795,0.020849094356212794,102.07470881714136,0.056514021727267147,2.3141582011419648,0.055829224369288832,0.099716340946948825
0.023225614854521771,-0.50058161783981048,0.48806403238799612,1.8694313823408559,1.931295754717105,2.885997443765199,0.022297035358680706,94.772215987011165,0.055312787059621019,2.1641551855976351,0.054519257549739471,0.095249362354771119
0.022382714724099879,-0.52928384757349667,0.51602230821843786,2.0594650954455633,1.9976403297828207,3.0628222185965157,0.021290441373867378,100.45808154992179,0.060360012578447787,2.4669283001144549,0.060738901237104639,0.1116164956249827
0.023657707644084223,-0.50545900434929292,0.46996883935729894,2.0035220895684702,1.9332194169548695,3.115281387610124,0.022206353615934583,105.59031781890917,0.059562245331590172,2.4763472748480928,0.058754290721525791,0.10321773835244094
0.021918678356338633,-0.51690517278895443,0.51950515824861143,1.9716242049079269,1.9867953349204197,2.9280068191531159,0.021196808357823733,97.744461623964554,0.055928285981471711,2.2815367772320099,0.056241771636901999,0.10176505187184748
0.02231261810046407,-0.48259827945846934,0.5194920096492095,1.9175584190091335,2.0367864021430484,3.0245911728037811,0.02194886437852081,100.65775120777018,0.055719783828112039,2.3320921105652084,0.056948243443549047,0.10209748042465998
0.021162941544312169,-0.50679306520747203,0.53609569057584561,2.0559825736697777,2.0009906573298739,3.0490648204299857,0.020714639010692232,103.26338472195978,0.056221556304885317,2.4229866008347294,0.057789841321228753,0.10688267780097384
0.022449661055883263,-0.52471473506810751,0.48528257329410218,1.7924727037618686,2.0885858079859427,2.9883807012915296,0.021098496122208391,98.960093558088587,0.056870814402704105,2.2555196258388248,0.055882770202946214,0.098341523645806284
0.02246599348680263,-0.49938459291617754,0.49027730835060557,2.053004057744408,2.0770955780057285,3.0983240595578678,0.021403534780450938,104.64059119731556,0.056761082464507485,2.3900546757906853,0.056927939018970398,0.10128157125032121
0.021263968347322672,-0.4595676090878178,0.55475003968310421,1.9139220569779551,2.0533848452545409,3.0719338185247045,0.021665891904763639,103.79766288194402,0.054318246722727614,2.4108223305032208,0.057577762380927058,0.10549780869970865
0.021382475185631775,-0.47886492034705475,0.54052119596450976,1.9848564557748385,2.0349184248669623,3.0858763233365911,0.02131514527818899,106.08502938777477,0.055326208416648551,2.4663619682671798,0.057748171887654957,0.10581882203263994
0.023358879802482854,-0.51452896804973347,0.45987590434165493,2.1713539046610939,1.9146145375754624,3.0013368190184906,0.021750260722920609,100.95925298206282,0.056995340737014094,2.2984717582303076,0.0554654901792868,0.097164836237749103
0.0225094599214931,-0.50171099691954157,0.5150768610931471,2.0375722580684466,1.9180629570401444,3.0090583599328342,0.021839224056419068,100.95964178296016,0.057218753247450571,2.3910408196553345,0.05788962115030629,0.10474306655098159
